Date,Text,Label
7/20/2019,"Kepada bank mandiri yang terhormat,  seharusnya tadi saya bisa menarik beberapa serpihan saldo untuk bertahan hidup sebelum ada permasalahan ini  Cobaan apa ini yawla",-1
7/20/2019,Masih gk bisa narik duit karena #mandirierror . Mana udh jauh2 ke kecamatan T_T,-1
7/20/2019,https://t.co/PvyycySN2o #mandirierror,0
7/20/2019,"5 Foto Vanessa Angel Terbaru Pasca Bebas, Jalan-jalan Terus #mandirierror #MalamMinggu  https://t.co/BbwWsBjnBA",0
7/20/2019,Pada panik gaes #mandirierror  Mari kita cek,-1
7/20/2019,Saldo Nasabah di Bank Mandiri Sudah Normal #TauCepatTanpaBatas #Keuangan #Ekonomi #Ekonomi #EkonomiIndonesia. https://t.co/KE0P2lgDlp,1
7/20/2019,@null Saldo Nasabah di Bank Mandiri Sudah Normal asca proses normalisasi saldo rekenin   https://t.co/jvLBZtnc5G,1
7/20/2019,Bank Mandiri akan hubungi nasabah dapat tambahan saldo  https://t.co/TgimQXbiTW,1
7/20/2019,"Protes Saldo Hilang, Puluhan Nasabah Datangi Bank Mandiri di Pekanbaru   https://t.co/RZLufPQqDE",-1
7/20/2019,Rekonsiliasi nasional akar rumput pendukung 01 dan 02 Krn saat ini Qt 03 persatuan Indonesia #limbanganGarut #mandirierror  https://t.co/ux4t62j5er,0
7/20/2019,@efrazyy Alhamdulillah gk ada saldo di bank mandiri wkwkwk,1
7/20/2019,https://t.co/aHD7VyxiXE #mandirierror,0
7/20/2019,Mau ngewe?? mending judi aja di @Rajabola_99 situs judi teraan di Indonesia. #mandirierror #MalamMinggu #UnlimitedMusic #openbo #pasutri #pasutri3some #pasutribandung #pasutrisurabaya #pasutrituban #pasutrijogja #mahasiswabaru #openbo #bookinganmahasiswi #ayamkampus #memekperawan  https://t.co/aT9lGyqE6U,0
7/20/2019,"Bank Mandiri Error,  Nasabah Resah Gagal Transaksi  https://t.co/RQ0jMbzcVC lewat @WowBabel #bangkabelitung #pangkalpinang #bank #mandiri #Mandirierror",-1
7/20/2019,"Buru buru ngecek m-banking setelah liat trending topic #mandirierror ada yang saldonya nambah wkwk, apakah saldo saia juga akan bertambah ðŸ¤£",1
7/20/2019,#mandirierror #MalamMinggu #keretaapi #Indonesia #indonesiaopen2019 #Keretaapikita #Daop5 #Purwokerto #Kebumen #Jokowi @jokowi @kaesangp @ridwankamil @Haruka_NKGW10 @KAI121 @kawisata @keretaapikita @kemenhub151 @KemenBUMN @perkeretaapian #SupportFashaNaikKereta #AyoNaikKereta,0
7/20/2019,#mandirierror #MalamMinggu,-1
7/20/2019,#mandirierror Untung pake ATM sejuta umat aka BCA,1
7/20/2019,"@bankmandiri admin mandiri, cek DM yaa,, saldo saya berkurang ðŸ™",-1
7/20/2019,Yelah orang doang yg error mah. Rekening gw masih ada g bisa diambil gegara abis wkwkkw #mandirierror,-1
7/20/2019,Udah fix Juga tetep aja saldonya ga ada huhuhu #mandirierror,-1
7/20/2019,pantesan ga bisa transfer #mandirierror,-1
7/20/2019,https://t.co/tIJIijM8qg #Justus2 #mandirierror #FrankiTheChosenOne #Ø§Ù„Ø¶ÙŠÙ_ÙˆØµÙ„ #PriyankaForPeople #NEOCITYinSG #ë°”ì´ë‚˜ì¸_ë°ë·”í•´  #,0
7/20/2019,https://t.co/Xnk6SYp9hv #mandirierror,0
7/20/2019,Alhamdulillah sudah normal. Sudah bisa akses mBanking. Jumlah saldo normal. #mandirierror koq masih belum hilang di trending topic twitter?.,1
7/20/2019,Bank yang kurang mandiri.. RT @suryamaman Bank yg sistem online nya paling sering error adalah.....ðŸ’¸,-1
7/20/2019,#mandirierror cek  https://t.co/O1otANawl1 bisa transfer bank BRI/ CIMB niaga  https://t.co/7PiLn0otXz,-1
7/20/2019,"stupid moment tuhhh pas cari label halal di miras.... sampe ubun"" pindah ke dengkul juga gak bakalan ada tuhh miras berlabel halal  #mandirierror",0
7/20/2019,https://t.co/xQsVsT54GQ #RIPChesterBennington #Justus2 #PriyankaTakesCharge #FrankiTheChosenOne #mandirierror #Ø§Ù„Ø¬Ø²Ø§Ø¦Ø²_Ø§Ù„Ø³Ù†ØºØ§Ù„ #therealityhouse #TheWitcher #Apollo11 #QueerEye4,0
7/20/2019,https://t.co/G2R4pm8kBh #mandirierror Shraddha 19-07-2019 || Episode 810 ||Sant Rampal Ji Maharaj,0
7/20/2019,sopo ngerti saldoku dadi 100jt ðŸ˜‚ #mandirierror,0
7/20/2019,"Untung aku tidak mandiri, masih anak mamah((: #mandirierror",0
7/20/2019,https://t.co/dauYN440xL #mandirierror,0
7/20/2019,"PREDIKSI TOGEL MAGNUM HARI SABTU, 20 â€“ JULI â€“ 2019   https://t.co/Nwy0MZq4ra  #mandirierror #UNVillage2ndWin #MalamMinggu #ë°”ì´ë‚˜ì¸_ë°ë·”í•´ #UnlimitedMusic #Sepakbola #sepakbolauntuksemua #bolauntuksemua #PrediksiBolaTerpercaya #PrediksiBola #prediksitogel #prediksitogelsydney",0
7/20/2019,Woooy @mandiricare @bankmandiri #mandirierror ini udah 3 jam !!!!!! Jangan omdo !!!,-1
7/20/2019,#mandirierror kampret bgt  https://t.co/sFuimMABf2,-1
7/20/2019,#mandirierror yang mandiri aja eror apalagi aku yg bergantung diri kepadamuðŸ˜,-1
7/20/2019,https://t.co/3ZddxJr42e #mandirierror,0
7/20/2019,https://t.co/lx6Rr38Ewn #mandirierror,0
7/20/2019,"@bankmandiri Saldo saya di screnn mbanking dan di detail Saldo kok beda? Harusnya Sama, Dan ketika saya check ada loss 50rb an. Kalau yang hilang 50rb dikali berapa nasabah tuh, sangat merugikan nasabah.  https://t.co/f49BHlQ4v4",-1
7/20/2019,"Meskipun ga punya rekening di bank itu, tp mendengar teman-teman yg saldo nya hilang Krn maintenance, rasanya kok.... #mandirierror",-1
7/20/2019,Bank Mandiri Jelaskan Penyebab Saldo Nasabah Berubah Drastis  https://t.co/DiwpAogCyS via @YouTube,1
7/20/2019,#mandirierror ngecek saldopun ga bisa. Jadi takut akutu  https://t.co/IsAoSZ419z,-1
7/20/2019,https://t.co/9ms7ga7bEm #mandirierror,0
7/20/2019,"ati2 yang ngunggah foto saldo lagi error ntar dilaporkan lho,,  dianggap merugikan perusahaan,,  ðŸ¤£ðŸ¤£ðŸ¤£  #mandirierror",-1
7/20/2019,"#mandirierror? Sebagai nasabah bank mandiri, apakah saya panik? Tentu tidak dong, tak ada yang perlu dicemaskan, wong saldonya sedikit dan selalu sedikit ðŸ˜…ðŸ˜©",-1
7/20/2019,Katanya sih saldo mandiri ada yang berkurang dan bertambah secara misterius. Aku sih punya tabungan mandiri tapi mah sengaja nggak ngecek. Biarin ajalah. Toh sudah ada pihak yang mengurusi hal begini. Nanti kalau sudah beres baru kita liat lagi. #mandirierror,-1
7/20/2019,Seharian #mandirierror maksa biar gak hedon malam mingguan,-1
7/20/2019,@null Saldo Nasabah di Bank Mandiri Sudah Normal asca proses normalisasi saldo rekenin   https://t.co/juyReve9J1,1
7/20/2019,#SupportFashaNaikKereta @jokowi @kaesangp @ridwankamil @KAI121 @kawisata @keretaapikita @perkeretaapian @kemenhub151 @Haruka_NKGW10  #mandirierror #UNVillage1stWin #MalamMinggu #Daddies #AKANE #akamechan #Minions #BY9_Debut  https://t.co/LbCqIqEkIK,0
7/20/2019,sampai kapan -_- #mandirierror,-1
7/20/2019,"Mandiri lagi error dan dasar aku kebiaasan lupa brp saldo terakhir jadi gatau berkurang/ga :)  + nyoba transfer kirain gagal, jadi tf berulang ulang eh kayanya saldo kedebit berkali kali. udh 7thn pake mandiri dan setia bgt kali ini ngerasa keciwa :')",-1
7/20/2019,"Hastag #MandiriError Tranding Topik, Bank Mandiri Himbau Nasabah Agar Jangan Gunajan M-Banking Dulu  https://t.co/NSMaBrQhFe",-1
7/20/2019,https://t.co/27hy8gRf6F #mandirierror,0
7/20/2019,Mending di putusin pacar daripada Uang tinggal 10 ribu. Gercep buru-buru ke Atm eh taunya gabisa ambil duit.:v #mandirierror,-1
7/20/2019,"Nasabah sudah bisa mengecek saldo di ATM Bank Mandiri, tapi prosesnya lama.  https://t.co/wmcRyAN6FP",1
7/20/2019,"Ada apa dengan Bank Mandiri, saldo bertambah gocap. Harus dikirim ke siapa inii",-1
7/20/2019,Ratusan nasabah kantor cabang Bank Mandiri di Jalan Jenderal Sudirman di Balikpapan dan memprotes saldo mereka yang tiba-tiba berkurang.  https://t.co/CAXzlTIXzg,-1
7/20/2019,Saatnya berebut jatah menteri ðŸ˜‚  #mandirierror  #HasilCurangHaramDiLantik,1
7/20/2019,"#mandirierror Xioami mi band 4, minat mention aja  https://t.co/f8eN4rX0cb",0
7/20/2019,Kronologi Eror Sistem di Bank Mandiri dan Berubahnya Saldo Nasabah  https://t.co/L4BaGWmE1w,-1
7/20/2019,https://t.co/7uLJrMx83z #mandirierror,0
7/20/2019,"Masih belum normal yaaa..ket saldo muncul, tapi saat transfer : NGGAK BISA @bankmandiri @mandiricare  #saldomandirinol #bankmandiri #mandirierror  https://t.co/nYJRgCMEnh",-1
7/20/2019,Mau lapor ke mandiri kenapa saldonya 0 Pas dijalan baru inget kalo memng ksongðŸ˜¥  #mandirierror,0
7/20/2019,"@bankmandiri katanya cuma bbrp jam, tp ini sampe sekarang atmnya masih error mau narik uang katanya saldo 0 padahal ada :) bolak balik rumah-atm-rumah-atm-atm masih aja error gabisa narik uang dan akhirnya nyerah, untung ada bank lain thx mandiri tapi aku love bca. #mandirierror",-1
7/20/2019,saldo w berkurang ya allah mandiri mandiriiiii,-1
7/20/2019,#mandirierror  https://t.co/m5S5TeHbBm,0
7/20/2019,Antrian ATM mandiri rame tapi pada gak bisa tarik tunai. Cek online IB pun gak bisa  #mandirierror,-1
7/20/2019,#AzamKhan #Iran #SaturdayMotivation #SonbhadraMassacre #TrudeauMustGo #Apollo11 #therealityhouse #TheWitcher #MaineMendoza #PriyankaForPeople #LaCasaDePapel3 #ç”Ÿãã¦ã¦ãã‚Œã‚ˆ #FrankiTheChosenOne #Ø§Ù„Ø¬Ø²Ø§Ø¦Ø²_Ø§Ù„Ø³Ù†ØºØ§Ù„ #LaCasaDePapel #SENALG #mandirierror #ë°”ì´ë‚˜ì¸_ë°ë·”í•´,0
7/20/2019,"[VIDEO] Sistem Bank Mandiri Error, Uang Nasabah dijamin Tetap Utuh  https://t.co/arRBdXbdAJ  https://t.co/VWNsjTylYw",1
7/20/2019,Sampai Kapan ini kembali normal @bankmandiri ???????? #mandirierror,-1
7/20/2019,"Tolong dong @bankmandiri saldoku ga tambah nih, pengen juga kek orang lain yang saldonya jadi berjuta2. Plisss, lewat jalur belakang dehðŸ˜˜  #mandirierror",-1
7/20/2019,https://t.co/ecQovnIqSY #mandirierror,0
7/20/2019,"Anak silat, anak tongkrongan temen Nye banyak pas disnap ig wkt nongkrong, traveling banget, setelan nye hitz, Eh pas dibercandain malah baper ðŸ¤£ðŸ¤£ðŸ¤£ Salah persepsi gue mandangnya.. Udh dah ga usah temenan lagi Ama gue kalo dibercandain baper wkwk #MalamMinggu #mandirierror",0
7/20/2019,@KangGilang anjay. anak #mandirierror tgl tua balik ke rumah orangtuanya buat makan.,-1
7/20/2019,Pantesan cek saldo gagal terus #mandirierror,-1
7/20/2019,Pantesan gabisa ambil uang.  Deng emang tinggal sisa 100  #mandirierror,-1
7/20/2019,#mandirierror  https://t.co/HiqNHi54dV,0
7/20/2019,Sudah bisa digunakan kembali. cc @bankmandiri  #mandirierror  https://t.co/iqLZ5RAUMa,1
7/20/2019,Buat yg sering berburu DANA KAGET tp g pernah dapet/zonk! mending kelen instal aplikasi YODO sj udah pasti dpt dwit tinggal lari/jalan keliling rumah dapet saldo deh  Tinggal instal aplikasinya terus daftar masukin kode U4NTG ini untuk dapet saldo awal #MalamMinggu #mandirierror  https://t.co/qS3NTPJJ7c,0
7/20/2019,Giliran orang NU harus memimpin parlemen di masa 2019-2024. #mandirierror @nu_online @nahdlatululama @DPP_PKB @cakimiNOW @abirekso  https://t.co/FQqxWJ24xs,0
7/20/2019,https://t.co/OhfnRuxl9L #mandirierror,0
7/20/2019,Sampai kapan engkau beginii? :') @bankmandiri  #mandirierror,-1
7/20/2019,"Hari Ini, Pengecekan Saldo Bank Mandiri Diupayan Normal  https://t.co/pLGPPB79aU",1
7/20/2019,#mandirierror jangan jangan karna ada anak magang yg drop table productionðŸ˜‚,-1
7/20/2019,"Saldo nasabah bank mandiri banyak yang ilang bahkan 0 rupiah yah? Sama saya jg 0 rupiah,padahal pake bca #youngandbroke",0
7/20/2019,"Hindari Terjadinya Rush Money, Pakar Keamanan Minta Bank Mandiri Segera Pulihkan Sistem  #AkuSERUJI #BankMandiri #MandiriError #PratamaPersadha #SaldoMandiriHilang  https://t.co/PhVN0smiTE",1
7/20/2019,https://t.co/9EJBuOCFBz #mandirierror,0
7/20/2019,"Punya saya sudah normal,serius. #mandirierror",1
7/20/2019,"Barusan chek Internet Bank Mandiri sudah kembali normal dan Saldo kembali seperti semula, thanks Bank Mandiri.",1
7/20/2019,Babak baru berburu Kursi ðŸ˜‚ Siapa yg beruntung.  #mandirierror  #HasilCurangHaramDiLantik,0
7/20/2019,"Malam ini Gak jdi #MalamMinggu an karena uang aq di rek lgi eror,  #mandirierror",-1
7/20/2019,"Yang lebih rumit lagi bagaimana jika semua nasabah yang isi saldonya kembali normal, bersama-sama menarik uang mereka..?  #mandirierror",1
7/20/2019,"Papa baru balik dari kesenangannya a.k.a mancing  P : mba saldo kamu berkurang sejuta ? A : hAh? *Saldo di mandiri aja kga ada* P : itu kata ayu devi, saldo kamu berkurang  A : lah, tau dari mna? P : itu di grup  A : iparnya ayu Devi kali, namanya sama kyk aku jg ðŸ˜¶ P : oh iya",-1
7/20/2019,Saldo awal Rp 694.713.31  Skarang djiwa missqween ku lenyap seketika  #mandirierror  https://t.co/D5yODtT0Ej,-1
7/20/2019,Untung blm gajian #mandirierror,-1
7/20/2019,#mandirierror mari kita belajar dr jenius yg kasi pemberitahuan optimalisasi sebelum dan sesudah. jadi nasabah gak bingung. semoga lekas pulih  https://t.co/qmH5xVkZ4E,1
7/20/2019,Wow.. Semoga saldo nasabah bank mandiri aman2 saja..  #bankmandiri #atmmandiri #bankmandiriparepare #error #lpse #perbankan #bi  https://t.co/cMGtTevGkV,1
7/20/2019,https://t.co/ylN6kOLUCI #mandirierror,0
7/20/2019,Pengen ikutan panik tapi ga punya rekening mandiri ðŸ¤” #mandirierror,-1
7/20/2019,Ku maoooo keluarrrrrr jalan22 Tolong bank mandiri sembuhlah kau dari system yg error Duhaii @bankmandiri #mandirierror,-1
7/20/2019,"kenapa kalau error itu (selalu) identik saldo berkurang atau nol, sekali kali ya nambah gitu kek. #mandirierror",-1
7/20/2019,"Telpon customers service jawabannya cuma minta maaf dan terimakasih atas pengertiaannya. Saya mohon maaf juga ni @bankmandiri saya termasuk yg ga pengertian jadi saya ga mau maafin, emangnya ini lebaran #mandirierror",-1
7/20/2019,@bogiyuniar #mandirierror makanya coba snmptn,0
7/20/2019,Penjelasan Bank Mandiri Terkait Saldo Rekening Tiba-tiba Berubah  https://t.co/eM3k1Tbsun,0
7/20/2019,https://t.co/n0UTYtJGAc #mandirierror,0
7/20/2019,Penjelasan Pihak Bank Mandiri soal Saldo Nasabah yang Berubah Drastis Hari Ini  https://t.co/60WMazb4L2,1
7/20/2019,"Saldo Bank Mandiri Berkurang, Begini Cara Urusnya  https://t.co/zZuizRwdyt",-1
7/20/2019,Pasrahh.. Semoga saldoku nambah ðŸ˜‚ #mandirierror,1
7/20/2019,siap-siap hari senin wahai cs mandiri #mandirierror   nasabah :                           cs mdr :  https://t.co/wrqYP8B730,0
7/20/2019,@saididu @RamliRizal  bank MANDIRI ada apa kah ? kenapa saldo nya jadi 0,-1
7/20/2019,#mandirierror jujur aku ikut panik walaupun Aku pake BNI Takut ama ayah kaga di TF ðŸ¥º  https://t.co/JZsag3Z6nX,-1
7/20/2019,Alhamdulilah ya gua mah naroh duit nya di bawah kasur #mandirierror,1
7/20/2019,https://t.co/Ilk5EizXGr #mandirierror,0
7/20/2019,"Kaget liat duit banyak di rekening Mandiri, kirain karena error di sistem e ternyata emang duit gue banyak aja ðŸ˜”",1
7/20/2019,#mandirierror saldo saya berkurang 2jt ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,-1
7/20/2019,Moga saldo w yang sempet gone pas lagi #mandirierror baliknya bakal dua kali lipat ehe ehehe.,-1
7/20/2019,Dari pagi masih #mandirierror  https://t.co/yzKN0VBSF1,-1
7/20/2019,"Insecure banget sebagai nasabah, kalo bisa milih ga akan pake ini bank, perkara payroll dari kantor aja ngewajibin pake ini, tapi asli enek banget sama service nya #mandirierror",-1
7/20/2019,#mandirierror makanya harus mandiri jangan apa-apa ngeluh sama ortu,-1
7/20/2019,#mandirierror makanya pakai BTPN,0
7/20/2019,Udah normal tuh guys mandiri... semoga hub kalian kembali normal juga yaa ðŸ¥  ..#mandirierror,1
7/20/2019,Kemarin atm error uang gak keluar tapi saldo kepotong :( @BNI #bnierror #mandirierror,-1
7/20/2019,"Ganti jadi dinar dirham dong, #mandirierror",0
7/20/2019,https://t.co/Y31J3osuzm #mandirierror,0
7/20/2019,#mandirierror sering banget error' sih,-1
7/20/2019,"@mandiricare Dear @mandiricare , ini berita 3 jam yang lalu yang mengatakan bahwa akan normal dalam 2 -3 jam kedepan, berarti seharusnya saat ini sudah normal karena ini berita 3 jam yang lalu, tapi kenapa saldo saya masih belum pulih dan dana saya masih hilang. Tolong mandiri.......ðŸ˜­ðŸ˜­ðŸ˜­",-1
7/20/2019,Saldoku jadi 0 nih #mandirierror,-1
7/20/2019,https://t.co/I8IfUwR53G #mandirierror,0
7/20/2019,"Sistem IT Bank Mandiri Error, Ini Kata YLKI | Cakrawarta  https://t.co/37jYprez3K",-1
7/20/2019,positif aja emang lagi error #mandirierror,-1
7/20/2019,Skrg Udah fix ga ada #mandirierror lagi.,-1
7/20/2019,Video Profesor Ceramahi Polantas Surabaya Viral di Media Sosial #MalamMinggu #mandirierror  https://t.co/lbMDki9o5F,0
7/20/2019,Semoga cepat sembuh ya.... kasian bapak aku. Trs yg isi nya jd banyak jgn diambil yakk... kasian yg saldo nya keambil:( #mandirierror,-1
7/20/2019,Ada yang jadi korban #mandirierror?  Gue tadi pagi cek rekening bertambah 2 jutaan. Ngecek mutasi tapi ga ada masuk apapun. Kejadiannya sebelum trending pas banget lagi topup gopay.   Alhamdulillah uang 2 jutaannya sudah tidak ada. Panik juga soalnya bukan uang sendiri.,-1
7/20/2019,"Uang tabungan buat rumah, tabungan buat kuliah, gua tumpukin di satu rekening. Skrng saldo sdah kmbali seperti semula. Akibat error system tadi, bikin gue sadar, apa yang gue miliki ini hanyalah titipan. Yang sewaktu2 bisa hilang. Memang ga ada yg perlu disombongin. #mandirierror",1
7/20/2019,https://t.co/m2a4z1RVal #mandirierror,0
7/20/2019,Ratusan nasabah kantor cabang Bank Mandiri di Jalan Jenderal Sudirman di Balikpapan dan memprotes saldo mereka yang tiba-tiba berkurang.  https://t.co/evl9SC5ZbD,-1
7/20/2019,Penasaran harga sahamnya BMRI hari senin nanti setelah kasus ini #mandirierror,-1
7/20/2019,Saldo w sih cman ada 100 rb..maklum tgal tuaðŸ¤­ syukur2 kalo abis error saldo w nambahðŸ˜ðŸ˜  #mandirierror,-1
7/20/2019,Semoga cepet pulih. Kasyannn anak kosan:(( #mandirierror,-1
7/20/2019,Dari kecil dituntut mandiri. Eh udah mandiri malah eror ...  #mandirierror,-1
7/20/2019,https://t.co/dIP8sjHAur #mandirierror,0
7/20/2019,#mandirierror Nih gw Ada solusinya...  https://t.co/FifZvhLX62,0
7/20/2019,"Siang hari dibangunin buat belanja, pas mau bayar, debit error. Pergi ke 5 ATM error semua. Kubuka twitter dan ulalala trending #mandirierror",-1
7/20/2019,"Lihat status temen, saldo di atm nya tinggal 0 rupiah. Langsung coba cek sendiri ke atm, eh saldoku ilang juga:( #mandirierror",-1
7/20/2019,Ini BNI eror juga ya? Soalnya pas saya cek saldo saya kok tinggal segini   #mandirierror  https://t.co/ZoO1xOXjfJ,-1
7/20/2019,Alhamdulillah.. Saldo Mandiri bukannya berkurang malah bertambah..,1
7/20/2019,Aku lah salah satunya nasabah mandiri yang gak panik ketika #mandirierror ðŸ˜†,-1
7/20/2019,Yg antri cek atm mandiri panjang di kokas #mandirierror,-1
7/20/2019,lagi rame balikpapan saldo kosong di bank mandiri,-1
7/20/2019,"Tadi pagi cek mandiri online banking, dan kaget saldo nambah 400ribu, liat di mutasi ga ada transferan masuk dan ku diam saja. Ternyata #mandirierror, tau gitu tadi langsung buat top up gopay sama ovo ya :â€D",1
7/20/2019,"Auto cek saldo rekening mandiri, menowo nambah akeh ðŸ˜‚ #mandirierror",-1
7/20/2019,Bank Mandiri Janji Normalkan Saldo Nasabah Segera  https://t.co/HUkd8ijDFA,1
7/20/2019,"Bank Mandiri mengungkap penyebab terjadinya gangguan sistem yang menyebabkan adanya perubahan saldo pada data 10 persen nasabahnya. Hal ini disampaikan oleh Corporate Secretary Bank Mandiri, Rohan Hafas.  Info Lanjut :  https://t.co/VpUAEUN9yF  #mandirierror #saldo #BeritaTerkini  https://t.co/yTFahLVxFq",1
7/20/2019,https://t.co/G8M0cGf8Er #mandirierror,0
7/20/2019,#mandirierror duh saldoku kok berkurang,-1
7/20/2019,Bank Mandiri mempersilakan nasabah yang ingin melakukan pengecekan rekening tabungannya ke kantor cabang Bank Mandiri terdekat bila jumlah saldo tak kunjung normal. #BankMandiri  https://t.co/Kym3OgHZxk,1
7/20/2019,Tuh @salsawepe #mandirierror kan. Untung ke BNI,-1
7/20/2019,"Gangguan Bank Mandiri Hari Ini, Nasabah Keluhkan Saldo Hilang hingga Tersisa 0 Rupiah @bankmandiri   https://t.co/19NeUc8tKD  https://t.co/BfayzpZxjC",-1
7/20/2019,suruh cek saldo Mandiri karena katanya #mandirierror ternyata bener loh.. saldo gue Rp. 0 . . . . . . karena sudah dari 1 bulan gada yg tf :((,-1
7/20/2019,"Saldo Nasabah Berkurang, PSI Minta Bank Mandiri Benahi Sistem IT  https://t.co/uxcrjgBbUi via @tirtoid",-1
7/20/2019,Pas mau buka payment eh ternyata #mandirierror,0
7/20/2019,Apa kabar anak rantauan yang belum ambil duit dan duit di dompet kosong sama sekali? #mandirierror,-1
7/20/2019,Semoga saldo ku bertambah kali kali lipat dihari libur yang tak kunjung usai ini :v #mandirierror,-1
7/20/2019,Mohon maaf bagi para customer mas Utomo.. Sekarang lagi Terima cash Karena  #mandirierror,0
7/20/2019,Kok paniknya cuma sama saldo rekening gara2 #mandirierror   Ada yg panik sama saldo utang jadi nol gak?ðŸ˜ðŸ˜ðŸ˜,-1
7/20/2019,Coba pake jalur prestasi sapa tau bisa #mandirierror,0
7/20/2019,mau tarik tunai di atm gabisa semua coeg :( malming ini gw miskin #mandirierror,-1
7/20/2019,Hallo @bankmandiri @mandiricare Sudah lebih dari 2 jam kalian membuat kami terlantar...  #mandirierror,-1
7/20/2019,"@bankmandiri Amaaaan, rekening saya sudah kembali normal saldonya  #mandirierror",1
7/20/2019,"Ini atm mandiri kenapa pada offline yak. Gua mau ambil uang ni, didompet tinggal....  #mandirierror",-1
7/20/2019,@r4ihanFN Ok bang. Tambal rekeningku ya setelah #mandirierror selesai ðŸ’ðŸ¼â€â™€ï¸ðŸ’¸ðŸ’¸ðŸ”ªðŸ”ªðŸ”ªðŸ”ª,0
7/20/2019,"ngeliat berita tentang saldo bank mandiri yg lagi error, gw buru buru mau ngecek saldo, tapi gw lupa... gw ga punya nomor rekening mandiri",0
7/20/2019,Yang saldonya jadi nambah plis jangan dikurangin yaaa kalai udah bener ðŸ¤£ #mandirierror,1
7/20/2019,#mandirierror saya malah mesem-mesem ðŸ˜ soalnya tiba2 saldonya nambah,-1
7/20/2019,Ini Penyebab Saldo Rekening Nasabah Bank Mandiri Berkurang  https://t.co/IAVICISkr3  #mandirieror,-1
7/20/2019,@bankmandiri  ayo dong bapak ibu DIREKSI BANK MANDIRI bergerak dg cepat !!! Bereskan soal saldo nasabah yg berantakan. Apakah sistem IT nya tidak aman ? cc: @jokowi @KemenBUMN @ForHumBUMN @rinisoemarno_ @antikorupsi @sahabatICW @KPK_RI @KejaksaanRI @ojkindonesia @bank_indonesia  https://t.co/bmd8opBJSg,-1
7/20/2019,Ternyata dia penyebabnya @mandiricare @bankmandiri #mandirierror  https://t.co/d8vv6lJSFP,0
7/20/2019,Kronologi Eror Sistem di Bank Mandiri dan Berubahnya Saldo Nasabah 0,-1
7/20/2019,"Bank Mandiri: Berubahnya Saldo Nasabah Bukan Fraud, Dana Aman 0",1
7/20/2019,Ini Penyebab Saldo Rekening Nasabah Bank Mandiri Berkurang  https://t.co/bBmYksA6CG,-1
7/20/2019,Ini Penyebab Saldo Rekening Nasabah Bank Mandiri Berkurang  https://t.co/miR131HDAw,-1
7/20/2019,Ini Penyebab Saldo Rekening Nasabah Bank Mandiri Berkurang  https://t.co/bszQUhM7k5,-1
7/20/2019,https://t.co/vxO8w8rX7B #mandirierror,0
7/20/2019,Ini Penyebab Saldo Rekening Nasabah Bank Mandiri Berkurang  https://t.co/zCfeaZlZA7,-1
7/20/2019,Ini Penyebab Saldo Rekening Nasabah Bank Mandiri Berkurang  https://t.co/r3I1yo8XBo,-1
7/20/2019,Ini Penyebab Saldo Rekening Nasabah Bank Mandiri Berkurang  https://t.co/DTwDD6gjNr,-1
7/20/2019,Ini Penyebab Saldo Rekening Nasabah Bank Mandiri Berkurang  https://t.co/Z8CBLKUQyI,-1
7/20/2019,Ini Penyebab Saldo Rekening Nasabah Bank Mandiri Berkurang  https://t.co/b8aDX6GQoE,-1
7/20/2019,Tuh kan... Ga perlu khawatir saat tiba2 #mandirierror Saldo nasabah pasti kembali normal lagi kok,1
7/20/2019,#mandirierror tapi masih bisa lho kalo mau order.,0
7/20/2019,"Sistem Bank Mandiri Eror, Begini Cara Nasabah Mengurus Saldo Yang Berkurang  https://t.co/7yszRRMdB8  https://t.co/lum0dnNAmD",-1
7/20/2019,buat pemilik rekening bank mandiri sabar aja dalam 2-3 jam bakal normal kembali dan dipastikan aman  https://t.co/e5R81m4f3P @bankmandiri #mandirierror,1
7/20/2019,"Untung error nya bukan pas lagi waktu orang pada gajian yah, kalo pas waktunya gajian gak tau lah gimana tuh mandiri nasib nya haahahaha #mandirierror",-1
7/20/2019,Bank mandiri Error. Saldo tidak berkurang. Karena Memang tidak ada~,-1
7/20/2019,Saldo gueee:( tinggal 10k masa #mandirierror,-1
7/20/2019,"Pagi-pagi bokap gw kaget dikasih tau kalau saldonya tinggal sekian sekian sekian, eh tunya #mandirierror",-1
7/20/2019,Error yang di IT Bank Mandiri selama 3 jam menunjukan betapa rentan dan tidak bagus sistem IT.  Perlu belajar ke BCA,-1
7/20/2019,Bank Mandiri lgi goyah boss ... Jangan smpe temen2 tau ntr gk bsa mnjem duit lgi ... Wkwkwk #mandirierror,-1
7/20/2019,"mandiri lagi error, beberapa nasabah saldonya berubah, pas gua cek kok saldo gua tetep 100rb aja :( dikirain nambah 10jt langsung gua ambil ðŸ’ðŸ¼â€â™‚ï¸ðŸ™‚ #mandirierror",-1
7/20/2019,"Bank Mandiri Eror - Saldo Nasabah Berubah Drastis, Ada yang Tiba-tiba Hilang Puluhan Juta - Tribunnews Bogor  https://t.co/9GPqk6f4j0",-1
7/20/2019,Semoga saldo gue jadi 1M  #mandirierror,0
7/20/2019,"Sejumlah Nasabah Bank Mandiri di Pekanbaru Kehilangan Saldo, Sisa Nol Rupiah  https://t.co/6R3lN1Q4Qr",-1
